vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,online_booking,mobile_site_booking,from_lat,from_long,to_lat,to_long,Car_Cancellation,trip_distance_km
12.0,2.0,2.0,112.0,393.0,15.0,49.0,0.0,0.0,12.93331,77.56666,13.19956,77.70688,0,33.274181322736695
12.0,2.0,2.0,515.0,186.0,15.0,49.0,1.0,0.0,12.97896,77.67345,12.80257,77.70453,1,19.900885354591896
12.0,2.0,2.0,793.0,949.0,15.0,49.0,0.0,0.0,13.02239,77.59492,12.98275,77.61582,0,4.955386784758715
12.0,2.0,2.0,455.0,1183.0,15.0,49.0,0.0,0.0,12.999874,77.67812,12.965563,77.668576,0,3.952874654002548
12.0,2.0,2.0,516.0,393.0,15.0,49.0,0.0,0.0,13.0056,77.65799,13.19956,77.70688,0,22.207794261173166
12.0,2.0,2.0,393.0,217.0,15.0,49.0,1.0,0.0,13.19956,77.70688,13.0011,77.6235,0,23.843840359568027
12.0,2.0,3.0,217.0,516.0,15.0,49.0,0.0,0.0,13.0011,77.6235,12.98275,77.64503,0,
12.0,2.0,2.0,344.0,585.0,15.0,49.0,1.0,0.0,12.94788,77.67092,12.97677,77.5727,0,11.117491971168771
12.0,2.0,3.0,1053.0,516.0,15.0,49.0,0.0,0.0,12.912799,77.589784,12.98275,77.64503,0,
85.0,2.0,2.0,1301.0,393.0,15.0,49.0,0.0,0.0,12.937222,77.626915,13.19956,77.70688,0,30.42937804164744
28.0,2.0,2.0,1223.0,585.0,15.0,49.0,0.0,0.0,13.012419,77.555151,12.97677,77.5727,0,4.396416311055909
12.0,2.0,2.0,58.0,1069.0,15.0,49.0,0.0,0.0,12.88963,77.60119,12.949764,77.643524,0,8.109361651165589
12.0,1.0,3.0,293.0,516.0,15.0,49.0,1.0,0.0,12.849482,77.663187,12.98275,77.64503,0,
12.0,2.0,2.0,1194.0,409.0,15.0,49.0,0.0,0.0,13.00446,77.56923,13.07746,77.60668,0,9.074549305066641
12.0,2.0,2.0,353.0,393.0,15.0,49.0,1.0,0.0,13.03241,77.59914,13.19956,77.70688,0,21.944955465367887
85.0,2.0,2.0,393.0,1056.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.919199,77.60931,0,32.91747427185774
12.0,2.0,2.0,1068.0,105.0,15.0,49.0,1.0,0.0,13.044009,77.606805,13.01766,77.64503,0,5.072654464187414
12.0,2.0,2.0,479.0,393.0,15.0,49.0,0.0,0.0,13.02298,77.60922,13.19956,77.70688,0,22.302051030226668
12.0,2.0,2.0,1084.0,112.0,15.0,49.0,0.0,0.0,12.892657,77.581866,12.93331,77.56666,0,4.81146724385115
12.0,2.0,2.0,393.0,1237.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.92645,77.61206,0,32.05820873912168
12.0,2.0,2.0,293.0,292.0,15.0,49.0,0.0,0.0,12.849482,77.663187,12.93944,77.62923,0,10.658541392061803
12.0,2.0,2.0,352.0,393.0,15.0,49.0,0.0,0.0,13.03369,77.62821,13.19956,77.70688,0,20.31647105176959
12.0,2.0,2.0,393.0,171.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.98479,77.66128,0,24.386651431367774
12.0,2.0,2.0,585.0,458.0,15.0,49.0,0.0,0.0,12.97677,77.5727,13.00037,77.72746,0,16.972344130564572
12.0,2.0,2.0,849.0,1312.0,15.0,49.0,1.0,0.0,12.95434,77.60072,12.839879,77.658145,0,14.167938303255145
12.0,2.0,2.0,392.0,297.0,15.0,49.0,1.0,0.0,12.986284,77.735245,12.99789,77.61488,0,13.105059970080644
12.0,2.0,2.0,156.0,585.0,15.0,49.0,0.0,0.0,13.02622,77.70143,12.97677,77.5727,0,14.991930592435883
12.0,2.0,2.0,1192.0,968.0,15.0,49.0,0.0,0.0,12.97677,77.5727,12.96555,77.61912,0,5.1823750957527785
85.0,2.0,2.0,585.0,112.0,15.0,49.0,0.0,0.0,12.97677,77.5727,12.93331,77.56666,0,4.876654601248692
12.0,2.0,2.0,572.0,793.0,15.0,49.0,0.0,0.0,12.91873,77.61494,13.02239,77.59492,0,11.728827142132628
12.0,1.0,3.0,767.0,516.0,15.0,49.0,1.0,0.0,12.9122,77.51043,12.98275,77.64503,0,
85.0,2.0,2.0,410.0,393.0,15.0,49.0,0.0,0.0,13.05121,77.54113,13.19956,77.70688,0,24.377842426730997
65.0,2.0,2.0,450.0,393.0,15.0,49.0,1.0,0.0,12.9334,77.62652,13.19956,77.70688,0,30.84908598162085
12.0,2.0,2.0,1085.0,393.0,15.0,49.0,1.0,0.0,12.911942,77.651582,13.19956,77.70688,0,32.53775817165943
12.0,2.0,2.0,1388.0,1390.0,15.0,49.0,1.0,0.0,12.919722,77.592806,12.969368,77.641302,0,7.621981808421346
12.0,2.0,2.0,585.0,767.0,15.0,49.0,0.0,0.0,12.97677,77.5727,12.9122,77.51043,0,9.853317004261745
12.0,2.0,2.0,1183.0,393.0,15.0,49.0,0.0,0.0,12.965563,77.668576,13.19956,77.70688,0,26.34794609472917
12.0,2.0,2.0,572.0,708.0,15.0,49.0,0.0,0.0,12.91873,77.61494,13.03504,77.62341,0,12.965604689246307
12.0,2.0,2.0,849.0,393.0,15.0,49.0,0.0,0.0,12.95434,77.60072,13.19956,77.70688,0,29.592441992564645
12.0,2.0,2.0,83.0,393.0,15.0,49.0,0.0,0.0,12.92415,77.67229,13.19956,77.70688,0,30.85253903808981
12.0,2.0,2.0,1166.0,1096.0,15.0,49.0,0.0,0.0,12.997198,77.669514,12.96519,77.71932,0,6.464604374576219
12.0,2.0,2.0,667.0,585.0,15.0,49.0,0.0,0.0,12.97165,77.51316,12.97677,77.5727,0,6.4766025986651306
12.0,2.0,2.0,393.0,1136.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.99049,77.69798,0,23.267497550980607
24.0,2.0,3.0,1191.0,516.0,15.0,49.0,0.0,0.0,13.03017,77.56684,12.98275,77.64503,0,
65.0,2.0,1.0,293.0,516.0,15.0,32.0,0.0,0.0,12.849482,77.663187,12.98275,77.64503,0,
12.0,2.0,3.0,145.0,516.0,15.0,49.0,0.0,0.0,12.99067,77.65587,12.98275,77.64503,0,
85.0,2.0,2.0,1384.0,1298.0,15.0,49.0,0.0,0.0,13.02853,77.54625,12.879678,77.646355,0,19.78968030837637
12.0,2.0,2.0,1095.0,1371.0,15.0,49.0,0.0,0.0,12.92415,77.67229,13.000418,77.674835,0,8.485097503065862
85.0,2.0,2.0,293.0,393.0,15.0,49.0,0.0,0.0,12.849482,77.663187,13.19956,77.70688,0,39.21363056027442
12.0,2.0,2.0,83.0,849.0,15.0,49.0,0.0,0.0,12.92415,77.67229,12.95434,77.60072,0,8.451454378241463
12.0,2.0,2.0,571.0,136.0,15.0,49.0,0.0,0.0,12.95185,77.69642,12.90796,77.62418,0,9.225603578913613
12.0,2.0,2.0,852.0,1078.0,15.0,49.0,0.0,0.0,12.98758,77.60512,12.992123,77.581667,0,2.5908440025292565
12.0,2.0,2.0,271.0,455.0,15.0,49.0,0.0,0.0,12.95641,77.64076,12.999874,77.67812,0,6.304362032022552
12.0,2.0,2.0,1217.0,410.0,15.0,49.0,1.0,0.0,13.04937,77.51179,13.05121,77.54113,0,3.184775929391818
28.0,2.0,2.0,768.0,393.0,15.0,49.0,0.0,0.0,12.98999,77.55332,13.19956,77.70688,0,28.62914587110372
12.0,2.0,2.0,1044.0,393.0,15.0,49.0,1.0,0.0,12.968887,77.644329,13.19956,77.70688,0,26.529286137379927
28.0,2.0,3.0,115.0,516.0,15.0,49.0,1.0,0.0,12.99319,77.54472,12.98275,77.64503,0,
12.0,2.0,2.0,393.0,1033.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.906358,77.599547,0,34.613627916611975
12.0,2.0,2.0,293.0,1166.0,15.0,49.0,1.0,0.0,12.849482,77.663187,12.997198,77.669514,0,16.439576800651928
12.0,2.0,2.0,1384.0,839.0,15.0,49.0,0.0,0.0,13.02853,77.54625,12.85773,77.78642,0,32.2197546617041
12.0,1.0,3.0,89.0,516.0,15.0,49.0,0.0,0.0,12.96519,77.71932,12.98275,77.64503,0,
12.0,1.0,3.0,1170.0,516.0,15.0,49.0,1.0,0.0,12.98793,77.52612,12.98275,77.64503,0,
12.0,2.0,2.0,974.0,393.0,15.0,49.0,1.0,0.0,13.07557,77.55904,13.19956,77.70688,0,21.127342074993763
28.0,2.0,2.0,585.0,767.0,15.0,49.0,1.0,0.0,12.97677,77.5727,12.9122,77.51043,0,9.853317004261745
12.0,2.0,2.0,352.0,168.0,15.0,49.0,0.0,0.0,13.03369,77.62821,12.99313,77.59828,0,5.55473597670458
12.0,2.0,2.0,1056.0,625.0,15.0,49.0,0.0,0.0,12.919199,77.60931,12.95431,77.6553,0,6.3311369600505465
12.0,2.0,3.0,293.0,516.0,15.0,49.0,0.0,0.0,12.849482,77.663187,12.98275,77.64503,0,
12.0,2.0,2.0,363.0,393.0,15.0,49.0,0.0,0.0,12.99287,77.71662,13.19956,77.70688,0,23.007074863938733
85.0,2.0,2.0,393.0,363.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.99287,77.71662,0,23.007074863938733
12.0,2.0,2.0,814.0,570.0,15.0,49.0,1.0,0.0,12.908993,77.6889,12.94832,77.5882,0,11.75698219793993
12.0,2.0,2.0,784.0,393.0,15.0,49.0,0.0,0.0,12.96634,77.60709,13.19956,77.70688,0,28.09501105804233
12.0,2.0,2.0,849.0,601.0,15.0,49.0,0.0,0.0,12.95434,77.60072,13.02434,77.56593,0,8.648360535421455
12.0,2.0,2.0,393.0,515.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.97896,77.67345,0,24.7953730259612
85.0,2.0,2.0,571.0,667.0,15.0,49.0,0.0,0.0,12.95185,77.69642,12.97165,77.51316,0,19.98003556857153
12.0,2.0,2.0,1383.0,567.0,15.0,49.0,0.0,0.0,12.930451,77.685822,12.95764,77.6043,0,9.33747328395792
12.0,2.0,2.0,142.0,567.0,15.0,49.0,1.0,0.0,12.91281,77.60923,12.95764,77.6043,0,5.013418956656141
12.0,2.0,2.0,218.0,271.0,15.0,49.0,0.0,0.0,12.96799,77.58882,12.95641,77.64076,0,5.773709459396774
12.0,2.0,2.0,393.0,1371.0,15.0,49.0,0.0,0.0,13.19956,77.70688,13.000418,77.674835,0,22.413892476936702
12.0,2.0,2.0,1086.0,852.0,15.0,49.0,0.0,0.0,12.907487,77.64729,12.98758,77.60512,0,10.00996592765604
12.0,2.0,2.0,603.0,83.0,15.0,49.0,0.0,0.0,12.97357,77.61043,12.92415,77.67229,0,8.668106262031136
12.0,2.0,1.0,344.0,516.0,15.0,160.0,0.0,0.0,12.94788,77.67092,12.98275,77.64503,0,
65.0,2.0,2.0,452.0,393.0,15.0,49.0,0.0,0.0,12.95278,77.59088,13.19956,77.70688,0,30.180271341196683
12.0,2.0,2.0,1038.0,393.0,15.0,49.0,0.0,0.0,12.981266,77.637162,13.19956,77.70688,0,25.42051473054467
12.0,2.0,2.0,1111.0,1349.0,15.0,49.0,0.0,0.0,12.90796,77.62418,12.993686,77.587527,0,10.326717561986705
12.0,2.0,2.0,393.0,542.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.93823,77.62289,0,30.44934109855041
12.0,2.0,3.0,58.0,516.0,15.0,49.0,1.0,0.0,12.88963,77.60119,12.98275,77.64503,0,
12.0,1.0,3.0,450.0,516.0,15.0,49.0,0.0,0.0,12.9334,77.62652,12.98275,77.64503,0,
12.0,2.0,2.0,433.0,1084.0,15.0,49.0,0.0,0.0,12.91226,77.59773,12.892657,77.581866,0,2.776304162335583
85.0,2.0,2.0,393.0,793.0,15.0,49.0,0.0,0.0,13.19956,77.70688,13.02239,77.59492,0,23.132618896322864
12.0,2.0,2.0,561.0,393.0,15.0,49.0,0.0,0.0,13.00983,77.62967,13.19956,77.70688,0,22.69368158576641
12.0,2.0,2.0,448.0,1192.0,15.0,49.0,0.0,0.0,12.92732,77.63575,12.97677,77.5727,0,8.77024114215771
28.0,2.0,3.0,112.0,516.0,15.0,49.0,0.0,0.0,12.93331,77.56666,12.98275,77.64503,0,
23.0,2.0,2.0,1379.0,393.0,15.0,49.0,1.0,0.0,13.062088,77.473672,13.19956,77.70688,0,29.519626101223526
85.0,2.0,2.0,1181.0,393.0,15.0,49.0,0.0,0.0,12.97896,77.67345,13.19956,77.70688,0,24.7953730259612
12.0,2.0,2.0,1056.0,1021.0,15.0,49.0,0.0,0.0,12.919199,77.60931,13.02853,77.54625,0,13.945722762686676
12.0,2.0,2.0,393.0,949.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.98275,77.61582,0,26.04741828512167
12.0,2.0,2.0,689.0,601.0,15.0,49.0,0.0,0.0,12.97672,77.64927,13.02434,77.56593,0,10.467527738669682
12.0,2.0,2.0,1189.0,1384.0,15.0,49.0,1.0,0.0,12.91873,77.61494,13.02853,77.54625,0,14.299055678560883
12.0,2.0,2.0,1059.0,393.0,15.0,49.0,0.0,0.0,12.90881,77.631127,13.19956,77.70688,0,33.35501153804691
12.0,2.0,2.0,1084.0,1384.0,15.0,49.0,0.0,0.0,12.892657,77.581866,13.02853,77.54625,0,15.593542555076645
12.0,2.0,2.0,1333.0,393.0,15.0,49.0,0.0,0.0,12.895675,77.602293,13.19956,77.70688,0,35.63914417616608
12.0,2.0,2.0,601.0,681.0,15.0,49.0,0.0,0.0,13.02434,77.56593,13.09925,77.38845,0,20.95125353743905
12.0,2.0,2.0,1017.0,1334.0,15.0,49.0,1.0,0.0,13.11084,77.60074,13.050994,77.593661,0,6.698595952812117
12.0,2.0,2.0,571.0,168.0,15.0,49.0,0.0,0.0,12.95185,77.69642,12.99313,77.59828,0,11.582510065624033
12.0,2.0,2.0,339.0,392.0,15.0,49.0,0.0,0.0,12.91028,77.64512,12.986284,77.735245,0,12.915522582159552
12.0,2.0,2.0,297.0,1389.0,15.0,49.0,1.0,0.0,12.99789,77.61488,12.919785,77.577031,0,9.604626772020852
65.0,2.0,2.0,410.0,393.0,15.0,49.0,0.0,0.0,13.05121,77.54113,13.19956,77.70688,0,24.377842426730997
12.0,2.0,2.0,846.0,585.0,15.0,49.0,0.0,0.0,12.98635,77.58203,12.97677,77.5727,0,1.4685841913371485
12.0,2.0,2.0,393.0,1096.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.96519,77.71932,0,26.09556156595714
12.0,2.0,2.0,1063.0,156.0,15.0,49.0,0.0,0.0,12.934477,77.611284,13.02622,77.70143,0,14.12354313801772
12.0,2.0,2.0,83.0,529.0,15.0,49.0,0.0,0.0,12.92415,77.67229,12.93615,77.61322,0,6.539318485832076
12.0,1.0,3.0,1054.0,516.0,15.0,49.0,1.0,0.0,12.90184,77.581587,12.98275,77.64503,0,
85.0,2.0,2.0,561.0,393.0,15.0,49.0,0.0,0.0,13.00983,77.62967,13.19956,77.70688,0,22.69368158576641
12.0,2.0,2.0,1373.0,393.0,15.0,49.0,0.0,0.0,13.037255,77.58166,13.19956,77.70688,0,22.57427552411972
12.0,2.0,2.0,293.0,83.0,15.0,49.0,0.0,0.0,12.849482,77.663187,12.92415,77.67229,0,8.361128803070155
12.0,2.0,2.0,220.0,393.0,15.0,49.0,1.0,0.0,12.99722,77.62003,13.19956,77.70688,0,24.386189981804463
12.0,2.0,2.0,625.0,758.0,15.0,49.0,0.0,0.0,12.95431,77.6553,12.98768,77.59851,0,7.1857874744941075
12.0,2.0,2.0,393.0,1096.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.96519,77.71932,0,26.09556156595714
28.0,2.0,2.0,83.0,393.0,15.0,49.0,0.0,0.0,12.92415,77.67229,13.19956,77.70688,0,30.85253903808981
12.0,2.0,3.0,1298.0,516.0,15.0,49.0,0.0,0.0,12.879678,77.646355,12.98275,77.64503,0,
85.0,2.0,2.0,243.0,1059.0,15.0,49.0,0.0,0.0,13.24373,77.70915,12.90881,77.631127,0,38.18819148937499
85.0,2.0,2.0,105.0,1068.0,15.0,49.0,1.0,0.0,13.01766,77.64503,13.044009,77.606805,0,5.072654464187414
12.0,1.0,3.0,293.0,516.0,15.0,49.0,1.0,0.0,12.849482,77.663187,12.98275,77.64503,0,
54.0,2.0,2.0,357.0,463.0,15.0,49.0,0.0,0.0,13.03064,77.6491,12.96037,77.58132,0,10.723067077985602
28.0,2.0,2.0,1045.0,585.0,15.0,49.0,1.0,0.0,12.940238,77.589161,12.97677,77.5727,0,4.436560278042184
12.0,2.0,2.0,393.0,1261.0,15.0,49.0,0.0,0.0,13.19956,77.70688,13.08324,77.480214,0,27.74354154632572
12.0,2.0,2.0,25.0,1108.0,15.0,49.0,0.0,0.0,12.98059,77.57475,13.00097,77.65079,0,8.544838582308314
12.0,2.0,2.0,184.0,1384.0,15.0,49.0,1.0,0.0,12.95871,77.56337,13.02853,77.54625,0,7.982145924335801
65.0,2.0,3.0,1010.0,516.0,15.0,49.0,0.0,0.0,12.96691,77.74935,12.98275,77.64503,0,
12.0,1.0,3.0,849.0,516.0,15.0,49.0,1.0,0.0,12.95434,77.60072,12.98275,77.64503,0,
12.0,2.0,2.0,1096.0,455.0,15.0,49.0,0.0,0.0,12.96519,77.71932,12.999874,77.67812,0,5.899360872636677
12.0,2.0,2.0,433.0,1384.0,15.0,49.0,0.0,0.0,12.91226,77.59773,13.02853,77.54625,0,14.08071784542067
12.0,2.0,2.0,1010.0,58.0,15.0,49.0,0.0,0.0,12.96691,77.74935,12.88963,77.60119,0,18.211811298081038
12.0,2.0,2.0,768.0,393.0,15.0,49.0,1.0,0.0,12.98999,77.55332,13.19956,77.70688,0,28.62914587110372
28.0,2.0,2.0,1061.0,393.0,15.0,49.0,0.0,0.0,12.924878,77.566255,13.19956,77.70688,0,34.13076082219762
12.0,2.0,2.0,1281.0,186.0,15.0,49.0,0.0,0.0,12.934634,77.611283,12.80257,77.70453,0,17.827500116271064
12.0,1.0,3.0,83.0,516.0,15.0,49.0,0.0,0.0,12.92415,77.67229,12.98275,77.64503,0,
65.0,2.0,3.0,1294.0,516.0,15.0,49.0,0.0,0.0,12.964653,77.599573,12.98275,77.64503,0,
12.0,2.0,2.0,253.0,793.0,15.0,49.0,0.0,0.0,12.97635,77.61468,13.02239,77.59492,0,5.549042124598695
12.0,2.0,2.0,1165.0,1175.0,15.0,49.0,0.0,0.0,12.990947,77.687112,12.959979,77.647998,0,5.460781817987809
12.0,2.0,2.0,1034.0,463.0,15.0,49.0,0.0,0.0,13.047926,77.597766,12.96037,77.58132,0,9.897490824227624
85.0,2.0,2.0,393.0,308.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.99049,77.69798,0,23.267497550980607
12.0,2.0,2.0,1122.0,1021.0,15.0,49.0,0.0,0.0,13.02622,77.70143,13.02853,77.54625,0,16.8130837776552
12.0,2.0,2.0,1077.0,197.0,15.0,49.0,0.0,0.0,12.990236,77.586393,12.9119,77.54682,0,9.708973301937112
12.0,2.0,3.0,846.0,516.0,15.0,49.0,1.0,0.0,12.98635,77.58203,12.98275,77.64503,0,
12.0,1.0,3.0,601.0,516.0,15.0,49.0,0.0,0.0,13.02434,77.56593,12.98275,77.64503,0,
12.0,2.0,2.0,112.0,393.0,15.0,49.0,1.0,0.0,12.93331,77.56666,13.19956,77.70688,0,33.274181322736695
12.0,2.0,2.0,1375.0,393.0,15.0,49.0,0.0,0.0,12.94371,77.600549,13.19956,77.70688,0,30.692043524193892
12.0,2.0,2.0,150.0,393.0,15.0,49.0,0.0,0.0,12.89724,77.61065,13.19956,77.70688,0,35.19552914084961
12.0,2.0,2.0,219.0,1154.0,15.0,49.0,0.0,0.0,12.97029,77.56597,12.87153,77.60206,0,11.657398170174403
12.0,1.0,3.0,1169.0,516.0,15.0,49.0,0.0,0.0,13.018523,77.644366,12.98275,77.64503,0,
85.0,2.0,2.0,1147.0,393.0,15.0,49.0,0.0,0.0,13.03064,77.6491,13.19956,77.70688,0,19.79788136000227
12.0,1.0,3.0,1083.0,516.0,15.0,49.0,0.0,0.0,12.900648,77.589183,12.98275,77.64503,0,
24.0,2.0,2.0,149.0,1096.0,15.0,49.0,0.0,0.0,12.93022,77.56039,12.96519,77.71932,0,17.656397217425848
12.0,2.0,2.0,1021.0,358.0,15.0,49.0,0.0,0.0,13.02853,77.54625,13.13785,77.47725,0,14.269346765251584
12.0,1.0,3.0,450.0,516.0,15.0,49.0,0.0,0.0,12.9334,77.62652,12.98275,77.64503,0,
12.0,2.0,2.0,1232.0,393.0,15.0,49.0,1.0,0.0,12.88019,77.64558,13.19956,77.70688,0,36.1278421924
12.0,2.0,2.0,1192.0,393.0,15.0,49.0,0.0,0.0,12.97677,77.5727,13.19956,77.70688,0,28.721108895892886
12.0,2.0,2.0,789.0,677.0,15.0,49.0,0.0,0.0,12.9634,77.60343,13.05845,77.64075,1,11.31606525682619
12.0,2.0,2.0,1068.0,1244.0,15.0,49.0,1.0,0.0,13.044009,77.606805,12.96462,77.68779,0,12.446424508894614
85.0,2.0,2.0,1192.0,571.0,15.0,49.0,0.0,0.0,12.97677,77.5727,12.95185,77.69642,0,13.689742585932004
12.0,2.0,3.0,330.0,516.0,15.0,49.0,0.0,0.0,12.858833,77.589127,12.98275,77.64503,0,
12.0,2.0,2.0,1230.0,149.0,15.0,49.0,0.0,0.0,13.02239,77.59492,12.93022,77.56039,0,10.910432661073642
12.0,2.0,2.0,1330.0,393.0,15.0,49.0,0.0,0.0,12.953434,77.70651,13.19956,77.70688,0,27.367991856611173
12.0,2.0,2.0,168.0,1388.0,15.0,49.0,1.0,0.0,12.99313,77.59828,12.919722,77.592806,0,8.184122462304568
28.0,2.0,2.0,271.0,585.0,15.0,49.0,1.0,0.0,12.95641,77.64076,12.97677,77.5727,0,7.714615952706128
12.0,2.0,2.0,767.0,1234.0,15.0,49.0,1.0,0.0,12.9122,77.51043,12.98635,77.58203,0,11.321887131323306
12.0,2.0,2.0,529.0,83.0,15.0,49.0,0.0,0.0,12.93615,77.61322,12.92415,77.67229,0,6.539318485832076
28.0,2.0,2.0,393.0,625.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.95431,77.6553,0,27.83692423632247
12.0,2.0,3.0,572.0,516.0,15.0,49.0,0.0,0.0,12.91873,77.61494,12.98275,77.64503,0,
85.0,2.0,2.0,1010.0,832.0,15.0,49.0,0.0,0.0,12.96691,77.74935,12.88019,77.64558,0,14.81438059388532
12.0,2.0,3.0,784.0,516.0,15.0,49.0,0.0,0.0,12.96634,77.60709,12.98275,77.64503,0,
12.0,2.0,2.0,293.0,448.0,15.0,49.0,0.0,0.0,12.849482,77.663187,12.92732,77.63575,0,9.151882829715202
85.0,2.0,2.0,1354.0,393.0,15.0,49.0,0.0,0.0,12.900166,77.630421,13.19956,77.70688,0,34.30587366376596
85.0,2.0,2.0,393.0,949.0,15.0,49.0,0.0,0.0,13.19956,77.70688,12.98275,77.61582,0,26.04741828512167
12.0,2.0,2.0,89.0,393.0,15.0,49.0,0.0,0.0,12.96519,77.71932,13.19956,77.70688,0,26.09556156595714
85.0,2.0,2.0,393.0,1314.0,15.0,49.0,1.0,0.0,13.19956,77.70688,12.973553,77.62179,0,26.76733988205106
28.0,2.0,2.0,571.0,451.0,15.0,49.0,1.0,0.0,12.95185,77.69642,12.9739,77.57914,1,12.942955043111569
24.0,2.0,2.0,1390.0,393.0,15.0,49.0,0.0,0.0,12.969368,77.641302,13.19956,77.70688,0,26.563353266197165
12.0,2.0,2.0,201.0,393.0,15.0,49.0,0.0,0.0,13.03779,77.59884,13.19956,77.70688,0,21.458273465545677
65.0,2.0,2.0,571.0,393.0,15.0,49.0,1.0,0.0,12.95185,77.69642,13.19956,77.70688,0,27.56738544359947
12.0,2.0,2.0,24.0,849.0,15.0,49.0,0.0,0.0,13.03289,77.59194,12.95434,77.60072,0,8.786013317868072
65.0,2.0,2.0,571.0,393.0,15.0,49.0,1.0,0.0,12.95185,77.69642,13.19956,77.70688,0,27.56738544359947
12.0,2.0,2.0,1286.0,393.0,15.0,49.0,0.0,0.0,12.973448,77.62032,13.19956,77.70688,0,26.833512028641238
12.0,2.0,2.0,571.0,585.0,15.0,49.0,1.0,0.0,12.95185,77.69642,12.97677,77.5727,0,13.689742585932004
12.0,2.0,1.0,1323.0,516.0,15.0,131.0,0.0,0.0,12.869805,77.653211,12.98275,77.64503,0,
12.0,2.0,2.0,463.0,393.0,15.0,49.0,0.0,0.0,12.96037,77.58132,13.19956,77.70688,0,29.871870691674133
12.0,2.0,2.0,104.0,271.0,15.0,49.0,0.0,0.0,12.93652,77.54481,12.95641,77.64076,0,10.63055293186422
12.0,2.0,3.0,1084.0,516.0,15.0,49.0,0.0,0.0,12.892657,77.581866,12.98275,77.64503,0,
12.0,2.0,2.0,293.0,393.0,15.0,49.0,1.0,0.0,12.849482,77.663187,13.19956,77.70688,0,39.21363056027442
12.0,2.0,2.0,1181.0,1038.0,15.0,49.0,0.0,0.0,12.97896,77.67345,12.981266,77.637162,0,3.9402904645000545
12.0,1.0,3.0,117.0,516.0,15.0,49.0,0.0,0.0,12.86966,77.62737,12.98275,77.64503,0,
28.0,2.0,2.0,95.0,393.0,15.0,49.0,1.0,0.0,13.05707,77.50716,13.19956,77.70688,0,26.810122709780416
28.0,1.0,3.0,601.0,516.0,15.0,49.0,1.0,0.0,13.02434,77.56593,12.98275,77.64503,0,
